"","fixed_acidity","volatile_acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","density","pH","sulphates","alcohol","quality","fixed_acidity_n","volatile_acidity_n","citric_acid_n","residual_sugar_n","chlorides_n","free_sulfur_dioxide_n","total_sulfur_dioxide_n","density_n","pH_n","sulphates_n","alcohol_n","alcohol_d","sulphates_d","volatile_acidity_d","citric_acid_d","quality_d","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10"
"1",7.4,0.7,0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4,5,-0.527205755738313,1.03935110825573,-1.39478969574848,-0.558869911620216,-0.260755293180686,-0.458911307312862,-0.369999673143457,0.605298313445124,1.35180318101376,-0.634686384670147,-0.970830259413396,"Bajo","Medio","Alto","Bajo","Normal",-1.67883921731928,0.998899060455248,1.39285761440146,-0.167038806592427,-0.41619853251735,-1.12327568411352,-0.219320971968724,-0.489330553204859,0.119130748112102,0.218747793020043
"2",7.8,0.88,0,2.6,0.098,25,67,0.9968,3.2,0.68,9.8,5,-0.284213177104441,2.09878140584277,-1.39478969574848,0.23582371993223,0.705825286746624,1.03406769653916,0.717615097775198,0.0390131188473521,-0.732347603710545,0.262562738519331,-0.583624177088195,"Medio","Medio","Alto","Bajo","Normal",-0.852842028279892,2.18541601660128,0.121952128444137,0.442432064878067,-0.201608514492459,0.44745783648361,1.73553464635098,0.401671420562649,-0.617768208529972,0.0469743197012384
"3",7.8,0.76,0.04,2.3,0.092,15,54,0.997,3.26,0.65,9.8,5,-0.284213177104441,1.39249454078474,-1.18854591135344,-0.104759265018818,0.442212401311903,-0.0323458776408571,0.289160794079971,0.152270157766894,-0.328963580860681,0.0382504577219615,-0.583624177088195,"Medio","Medio","Alto","Bajo","Normal",-0.75450753009168,1.33110681727056,0.756094046397473,0.0736031107476194,-0.283191023718142,0.0906372066307099,0.966570745893825,0.389512840775413,-0.148151133653529,0.266638388711562
"4",11.2,0.28,0.56,1.9,0.075,17,60,0.998,3.16,0.58,9.8,6,1.78122374128348,-1.43265291944736,1.49262328578202,-0.558869911620216,-0.304690774086473,0.180936837195145,0.486908934246999,0.718555352364666,-1.00127028561046,-0.485144864138568,-0.583624177088195,"Medio","Medio","Bajo","Alto","Normal",2.45035827619412,0.0250519595736569,-0.682913676445886,-1.52443804407873,0.732180391061268,-0.224082981811583,-0.61059979133038,-0.455130618718519,0.211349581030419,0.220321740531809
"5",7.4,0.7,0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4,5,-0.527205755738313,1.03935110825573,-1.39478969574848,-0.558869911620216,-0.260755293180686,-0.458911307312862,-0.369999673143457,0.605298313445124,1.35180318101376,-0.634686384670147,-0.970830259413396,"Bajo","Medio","Alto","Bajo","Normal",-1.67883921731928,0.998899060455248,1.39285761440146,-0.167038806592427,-0.41619853251735,-1.12327568411352,-0.219320971968724,-0.489330553204859,0.119130748112102,0.218747793020043
"6",7.4,0.66,0,1.8,0.075,13,40,0.9978,3.51,0.56,9.4,5,-0.527205755738313,0.803922153236388,-1.39478969574848,-0.672397573270565,-0.304690774086473,-0.24562859247686,-0.172251532976428,0.605298313445124,1.35180318101376,-0.634686384670147,-0.970830259413396,"Bajo","Medio","Alto","Bajo","Normal",-1.6671078533712,1.04141760466013,1.06896353638767,-0.3120189555548,-0.439608010333136,-1.11206994889772,-0.325643332668643,-0.533583447456843,0.0905412574937947,0.32812761797949
"7",7.9,0.6,0.06,1.6,0.069,15,59,0.9964,3.3,0.46,9.4,5,-0.223465032445972,0.450778720707375,-1.08542401915592,-0.899452896571264,-0.568303659521193,-0.0323458776408571,0.453950910885827,-0.187500958991794,-0.0600408989607704,-1.38239398732804,-0.970830259413396,"Bajo","Bajo","Medio","Bajo","Normal",-1.27407086019568,1.05842934522442,0.496459257246403,-1.35540433132769,0.700372212609575,-0.288529699496363,-0.114416825714539,0.0971573189559102,0.00319530282421637,0.473865289129464
"8",7.3,0.65,0,1.2,0.065,15,21,0.9946,3.39,0.47,10,7,-0.587953900396782,0.745064914481553,-1.39478969574848,-1.35356354317266,-0.744045583144341,-0.0323458776408571,-0.798453976838684,-1.20681430926773,0.545035135314031,-1.30762322706226,-0.390021135925595,"Medio","Bajo","Alto","Bajo","Excelente",-2.45394445748611,-0.137375238169156,0.941257725387896,-1.37195538121376,0.447532897441529,-0.115896141130059,0.216676463932837,-0.314148114794837,-0.449899470289865,0.00147479960208248
"9",7.8,0.58,0.02,2,0.073,9,18,0.9968,3.36,0.57,9.5,7,-0.284213177104441,0.333064243197704,-1.29166780355096,-0.445342249969866,-0.392561735898047,-0.672194022148865,-0.897328046922198,0.0390131188473521,0.343343123889096,-0.559915624404357,-0.874028738832096,"Bajo","Medio","Medio","Bajo","Excelente",-1.10185662616067,0.166630537270498,1.43735516260441,-0.594565151563602,-0.0953836119457097,-0.760279032203637,-0.175238041981321,0.15504550377418,-0.502686023948678,0.322019788664626
"10",7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,5,-0.466457611079845,-0.13779366684098,0.461404363806842,4.20929187769446,-0.48043269770962,0.180936837195145,1.8711459154162,0.605298313445124,0.27611245341412,1.15981186170881,0.0939864669809062,"Medio","Alto","Medio","Medio","Normal",0.952059997338874,0.962213787425549,-1.60282608674271,3.71677854863062,0.769723601448958,-0.804546879846988,-0.73091228441295,1.87009768877002,0.374980647439923,-0.00231708224973459
"11",6.7,0.58,0.08,1.8,0.097,15,65,0.9959,3.28,0.54,9.2,5,-0.952442768347591,0.333064243197704,-0.982302126958405,-0.672397573270565,0.661889805840837,-0.0323458776408571,0.651699051052855,-0.470643556290649,-0.194502239910726,-0.784227905201726,-1.164433300576,"Bajo","Bajo","Medio","Bajo","Normal",-1.22210388867265,1.33607936764827,0.405219265269685,-0.966957352538658,-0.303849105273316,0.6482798055038,-0.326993404726435,0.704218664223532,-0.0297378886783866,0.181394298990049
"12",7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,5,-0.466457611079845,-0.13779366684098,0.461404363806842,4.20929187769446,-0.48043269770962,0.180936837195145,1.8711459154162,0.605298313445124,0.27611245341412,1.15981186170881,0.0939864669809062,"Medio","Alto","Medio","Medio","Normal",0.952059997338874,0.962213787425549,-1.60282608674271,3.71677854863062,0.769723601448958,-0.804546879846988,-0.73091228441295,1.87009768877002,0.374980647439923,-0.00231708224973459
"13",5.6,0.615,0,1.6,0.089,16,59,0.9943,3.58,0.52,9.9,5,-1.62067235959074,0.539064578839628,-1.39478969574848,-0.899452896571264,0.310405958594543,0.0742954797771441,0.453950910885827,-1.37669986764711,1.82241787433861,-0.933769425733306,-0.486822656506895,"Medio","Bajo","Medio","Bajo","Normal",-3.19919685824597,0.592277921543457,0.196424657716117,-0.387133707849119,-0.632104517638489,0.479150282059415,-0.752195779958336,-0.116853020135559,0.387423080218635,-0.0060269101277507
"14",7.8,0.61,0.29,1.6,0.114,9,29,0.9974,3.26,0.62,9.1,5,-0.284213177104441,0.50963595946221,0.10047774111553,-0.899452896571264,1.40879298123921,-0.672194022148865,-0.534789789949313,0.378784235605978,-0.328963580860681,-0.186061823075408,-1.2612348211573,"Bajo","Medio","Medio","Medio","Normal",0.284947851912557,0.874571389230119,1.49618735592426,-0.924320224943358,-1.05168518863248,0.560621650379713,-0.1354113815943,0.134536492262747,0.0939249376891479,-0.54263077352334
"15",8.9,0.62,0.18,3.8,0.176,13,145,0.9986,3.16,0.88,9.2,5,0.38401641413871,0.568493198217046,-0.466692665970817,1.59815565973642,4.132792797398,-0.24562859247686,3.28834091994656,1.05832646912335,-1.00127028561046,1.75797794383513,-1.164433300576,"Bajo","Alto","Medio","Medio","Normal",2.12128460443269,3.67035787637019,-0.322750395613954,1.88924035202605,-2.32181599311408,2.31174849859881,0.279110199459219,1.57661902055282,0.997607982849893,1.30479656768102
"16",8.9,0.62,0.19,3.9,0.17,13,37,0.9986,3.17,0.93,9.2,5,0.38401641413871,0.568493198217046,-0.415131719872058,1.71168332138677,3.86917991196328,-0.24562859247686,-0.271125603059943,1.05832646912335,-0.934039615135479,2.13183174516408,-1.164433300576,"Bajo","Alto","Medio","Medio","Normal",2.2224372647919,1.88903410982735,1.35180015215375,2.01292611456063,-2.7342832721305,1.56825548332725,0.432353990530246,0.994726435340502,-1.02364673716075,0.00623021194613232
"17",8.5,0.28,0.56,1.8,0.092,35,103,0.9969,3.3,0.75,10.5,7,0.141023835504837,-1.43265291944736,1.49262328578202,-0.672397573270565,0.442212401311903,2.10048127071917,1.90410393877737,0.095641638307123,-0.0600408989607704,0.785958060379859,0.0939864669809062,"Medio","Alto","Bajo","Alto","Excelente",1.12632758000582,0.566924649386499,-3.16008066684934,-0.641506951967173,-0.725475038705956,0.635664989658619,-0.481141778550031,-0.540192126694121,0.354694534228298,-0.230637208807748
"18",8.1,0.56,0.28,1.7,0.079,16,56,0.9968,3.11,0.62,9.3,5,-0.101968743129036,0.215349765688033,0.0489167950167714,-0.785925234920914,-0.128948850463325,0.0742954797771441,0.355076840802313,0.0390131188473521,-1.33742363798535,-0.186061823075408,-1.0676317799947,"Bajo","Medio","Medio","Medio","Normal",0.355368962447492,0.80752483882322,0.0542472741792565,-1.43027406319024,0.146337788684559,0.0435362537561794,0.461728155280622,0.79055875490162,-0.113642064423605,-0.166141503830855
"19",7.4,0.59,0.08,4.4,0.086,6,29,0.9974,3.38,0.5,9,4,-0.527205755738313,0.391921481952539,-0.982302126958405,2.27932162963852,0.178599515877182,-0.992118094402869,-0.534789789949313,0.378784235605978,0.477804464839051,-1.08331094626489,-1.3580363417386,"Bajo","Bajo","Medio","Bajo","Normal",-0.502025664478255,1.12226318449461,1.80435182841612,1.45008980720739,0.72087348253001,-0.596732940489442,-1.34941520904923,1.08041490972713,-0.611553907370711,-0.0588551159223261
